2026-02-21 12:58:23,nslookup,georgebrown.ca,Not found,Failed
2026-02-21 12:59:00,nslookup,georgebrown.ca,Not found,Failed
2026-02-21 13:02:28,nslookup,georgebrown.ca,Not found,Failed
2026-02-21 13:07:58,nslookup,en0,Not found,Failed
2026-02-21 13:10:52,ping,1.1.1.1,34,Success
2026-02-21 13:11:19,nslookup,georgebrown.ca,Not found,Failed
